,Link,Name,Comment,Rate
0,https://www.thegioididong.com/may-tinh-bang/ipad-wifi-cellular-128gb-2018,Máy tính bảng iPad Wifi Cellular 128GB (2018),"mới mua được mấy ngày, hàng đỉnh. pin dùng được 2 ngày, sử dụng ít có thể hơn. sử dụng nhiều thì dư sức 1 ngày.",4.0
1,https://www.thegioididong.com/may-tinh-bang/ipad-wifi-cellular-128gb-2018,Máy tính bảng iPad Wifi Cellular 128GB (2018),"chất lượng sản phẩm tốt, cảm ứng nhạy, độ phân giải tốt, lướt web nhanh, tôi rất hài lòng",2.0
2,https://www.thegioididong.com/may-tinh-bang/ipad-wifi-cellular-128gb-2018,Máy tính bảng iPad Wifi Cellular 128GB (2018),"Sản phẩm dùng rất . Máy mượt, êm, bộ nhớ cao, thiết kế đẹp, màn hình lớn, hợp nhu cầu.",5.0
3,https://www.thegioididong.com/may-tinh-bang/ipad-wifi-cellular-128gb-2018,Máy tính bảng iPad Wifi Cellular 128GB (2018),"Sản phẩm rất tuyệt vời, chụp hình đẹp, lướt web nhanh, chơi game rất mượt. Mẫu mã đep",5.0
4,https://www.thegioididong.com/may-tinh-bang/ipad-wifi-cellular-128gb-2018,Máy tính bảng iPad Wifi Cellular 128GB (2018),"Ai có dự định mua thì mua con này nha, lưu trữ được nhiều, ra ngoàI thì xàI 4g tiện lợI, chứ đừng nên trông chờ vào wifi",5.0
5,https://www.thegioididong.com/may-tinh-bang/ipad-wifi-cellular-128gb-2018,Máy tính bảng iPad Wifi Cellular 128GB (2018),Sản phẩm tiện lợi chụp hình tạm được tiện lợi không cần sử dụng laptop. táo là số 1,5.0
6,https://www.thegioididong.com/may-tinh-bang/ipad-wifi-cellular-128gb-2018,Máy tính bảng iPad Wifi Cellular 128GB (2018),Đã sử dụng qua. Pin sài đúng 10 tiếng. Nếu ít sài có thể 15 ngày sạc 1 lần. Cấu hình tốt có thể thay thế dòng Ipad Air. Thiết kế khi cầm có cảm tưởng như Ipad Pro.,5.0
7,https://www.thegioididong.com/may-tinh-bang/ipad-wifi-cellular-128gb-2018,Máy tính bảng iPad Wifi Cellular 128GB (2018),"dòng máy cao cấp sang chảnh, xài được 4g, dung lượng cao. máy đẹp. được hỗ trợ đổi lỗi trong tháng. sp có nguồn gốc rõ an tâm khi sd. bỏ tiền ra đáng giá trị",5.0
8,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a-105-inch,Máy tính bảng Samsung Galaxy Tab A 10.5 inch,"Mua từ lúc mới ra mắt. Đến nay chưa có bản cập nhật nào cho máy. Phần mềm không có chức năng nhân đôi ứng dụng (facebook, zalo).",4.0
9,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a-105-inch,Máy tính bảng Samsung Galaxy Tab A 10.5 inch,"Sài rất ok mới mua đc 9 ngày Mà sài êm, tải đc rất nhiều trò chơi Đặc biệt là chơi game lưu loát",5.0
10,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a-105-inch,Máy tính bảng Samsung Galaxy Tab A 10.5 inch,"Máy êm, pin dùng lâu, chơi liên quân thoải mái còn PUBG thì ko có app sẵn phải cài bên ngoài và hơi lag xíu, nói chung nếu mua thu cũ đổi mới thì hợp túi tiên",5.0
