Link,Name,Comment,Rate
https://tiki.vn/dong-ho-thong-minh-inwatch-c1-p584220.html?src=search&2hi=0&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng Hồ Thông Minh InWatch C1,không tiếp nhận thẻ nhớ và không vào đk fb là sao ạ.,3
https://tiki.vn/dong-ho-thong-minh-inwatch-c1-p584220.html?src=search&2hi=0&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng Hồ Thông Minh InWatch C1,"Tôi đã mua sản phẩn này! đơn hàng chuyển rất nhanh. Nhưng khi nhận sản phẩm thì không dùng được, liên hệ với trung tâm chăm sóc khách hàng và cũng chưa nhận được bất kỳ sự hổ trợ nào. Sảm phẩm này rất tệ! Đúng là hàng qua mạng. Bó tay!",1
https://tiki.vn/dong-ho-thong-minh-inwatch-c1-p584220.html?src=search&2hi=0&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng Hồ Thông Minh InWatch C1,Đồng hồ dùng tốt – đẹp – giá chưa hợp lý ! có nhiều chỗ thấp hơn !,3
https://tiki.vn/dong-ho-thong-minh-inwatch-c1-p584220.html?src=search&2hi=0&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng Hồ Thông Minh InWatch C1,"đồng hồ màu trắng đen mà gửi màu đồng là sao, chả thèm đổi nữa , sợ đợi lâu",2
https://tiki.vn/dong-ho-thong-minh-x6-p6150755.html?src=search&2hi=0&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng Hồ Thông Minh X6,không sử dụng sau 12 giờ cũng tự hết pin. mới lấy về là đã có đấu hiệu hỏng pin. đề nghị cho viên pin mới,1
https://tiki.vn/dong-ho-thong-minh-x6-p6150755.html?src=search&2hi=0&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng Hồ Thông Minh X6,shop ơi e mới nhận hàng chiều nay mới mở hộp ra thì đồng hồ không lên e sạc pin cũng không lên và quai còn bị đứt mong shop xem xét và đổi lại cho e cái đồng hồ mới ạ,1
https://tiki.vn/dong-ho-thong-minh-x6-p6150755.html?src=search&2hi=0&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng Hồ Thông Minh X6,hang xai te bam ko dc bua dau xai on bua sau la ban ko duoc,1
https://tiki.vn/dong-ho-thong-minh-x6-p6150755.html?src=search&2hi=0&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng Hồ Thông Minh X6,"Tôi vừa mua cho con tôi mở ra cài đặt những dảy cảm ứng sát màn hình ko thể bấm đc. Cảm ứng rất kém, nói chung là muốn cài đặt lại nhưng ko thể bấm đc vì cảm màn hình cảm ứng quá tệ, thất vọng cho kiểu làm ăn này",1
https://tiki.vn/dong-ho-do-ap-suat-lop-xe-bang-co-cho-o-to-xe-may-p2872041.html?src=search&2hi=1&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng hồ đo áp suất lốp xe bằng cơ cho ô tô xe máy,"Sản phẩm lỗi, lẫy đóng nắp hộp bị gãy không đóng được.",2
https://tiki.vn/dong-ho-do-ap-suat-lop-xe-bang-co-cho-o-to-xe-may-p2872041.html?src=search&2hi=1&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng hồ đo áp suất lốp xe bằng cơ cho ô tô xe máy,"không thể chấp nhận được, hàng còn hộp niêm phong nhưng khi mở bao bì thì chỉ thấy vỏ hộp không thấy sản phẩm...đã là khách quen của tiki rất lâu, mua cũng nhiều sản phẩm nhưng lần này tiki xử lí quá quá tệ... 53k không đáng bao nhiêu nhưng cảm giác như lừa dối khách hàng.",1
https://tiki.vn/dong-ho-do-ap-suat-lop-xe-bang-co-cho-o-to-xe-may-p2872041.html?src=search&2hi=1&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng hồ đo áp suất lốp xe bằng cơ cho ô tô xe máy,"Mới dùng đo được 1 lần là không reset về 0 được. Đồ dỏm loại 1 luôn =)). Ham rẻ nên tốn mất 55k mà chả được cái gì. Ai muốn mua đồ đo áp suất lốp xe thì tìm loại nào tốt hẳn, mắc tí mà mua cho đáng đồng tiền. Đừng ham rẻ như mình. Moẹnó",1
https://tiki.vn/dong-ho-do-ap-suat-lop-xe-bang-co-cho-o-to-xe-may-p2872041.html?src=search&2hi=1&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng hồ đo áp suất lốp xe bằng cơ cho ô tô xe máy,sử dụng 2 lần là ko reset về 0. Mọi người mua để ý nhé,1
https://tiki.vn/dong-ho-do-ap-suat-lop-xe-bang-co-cho-o-to-xe-may-p2872041.html?src=search&2hi=1&keyword=%C4%91%E1%BB%93ng+h%E1%BB%93,Đồng hồ đo áp suất lốp xe bằng cơ cho ô tô xe máy,Hộp nhựa đựng đồng hồ áp suất đã bị vỡ khi vừa khui hộp. Sản phẩm bị trầy giống như đã qua sử dụng.,1
